idEstimote,Timestamp,Battery,Rssi,Temperature,zone
4af6994df3a900b9,-76
fc337481622c4dc8,-53
9fcccaab3f956f66,-48
7eb3bed60a67f44d,-45
de81d543721249f6,-41
a58db253434c6759,-49
4b528a07c6810670,-55
fc337481622c4dc8,-47
9fcccaab3f956f66,-58
7eb3bed60a67f44d,-46
de81d543721249f6,-41
a58db253434c6759,-48
4b528a07c6810670,-55
fc337481622c4dc8,-46
9fcccaab3f956f66,-40
7eb3bed60a67f44d,-50
de81d543721249f6,-43
a58db253434c6759,-43
4b528a07c6810670,-59
fc337481622c4dc8,-49
9fcccaab3f956f66,-47
7eb3bed60a67f44d,-45
de81d543721249f6,-41
4af6994df3a900b9,-76
fc337481622c4dc8,-52
9fcccaab3f956f66,-41
de81d543721249f6,-41
7eb3bed60a67f44d,-45
a58db253434c6759,-48
4b528a07c6810670,-58
fc337481622c4dc8,-47
de81d543721249f6,-41
a58db253434c6759,-50
4b528a07c6810670,-62
fc337481622c4dc8,-52
9fcccaab3f956f66,-48
de81d543721249f6,-44
a58db253434c6759,-46
4b528a07c6810670,-54
fc337481622c4dc8,-51
9fcccaab3f956f66,-40
de81d543721249f6,-41
7eb3bed60a67f44d,-53
a58db253434c6759,-46
4b528a07c6810670,-58
fc337481622c4dc8,-46
9fcccaab3f956f66,-51
a58db253434c6759,-46
4b528a07c6810670,-55
fc337481622c4dc8,-49
9fcccaab3f956f66,-46
de81d543721249f6,-42
7eb3bed60a67f44d,-45
a58db253434c6759,-47
4af6994df3a900b9,-75
de81d543721249f6,-41
7eb3bed60a67f44d,-54
a58db253434c6759,-42
4b528a07c6810670,-53
fc337481622c4dc8,-51
9fcccaab3f956f66,-41
de81d543721249f6,-41
7eb3bed60a67f44d,-46
a58db253434c6759,-47
4b528a07c6810670,-58
9fcccaab3f956f66,-46
de81d543721249f6,-44
7eb3bed60a67f44d,-52
a58db253434c6759,-47
4b528a07c6810670,-55
fc337481622c4dc8,-54
9fcccaab3f956f66,-48
