idEstimote,Timestamp,Battery,Rssi,Temperature,zone
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-58
4af6994df3a900b9,-42
b4c8c0b52049e4de,-53
9a97a9cd9ac398de,-47
58a45c9d5037a520,-72
b4c8c0b52049e4de,-62
4af6994df3a900b9,-43
b4c8c0b52049e4de,-46
58a45c9d5037a520,-74
4af6994df3a900b9,-43
58a45c9d5037a520,-69
b4c8c0b52049e4de,-58
4af6994df3a900b9,-43
9a97a9cd9ac398de,-48
b4c8c0b52049e4de,-47
4af6994df3a900b9,-42
4af6994df3a900b9,-43
9a97a9cd9ac398de,-47
58a45c9d5037a520,-73
b4c8c0b52049e4de,-46
4af6994df3a900b9,-42
58a45c9d5037a520,-73
4af6994df3a900b9,-42
9a97a9cd9ac398de,-47
b4c8c0b52049e4de,-57
4af6994df3a900b9,-41
9a97a9cd9ac398de,-47
58a45c9d5037a520,-73
b4c8c0b52049e4de,-52
4af6994df3a900b9,-42
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-59
4af6994df3a900b9,-43
58a45c9d5037a520,-69
b4c8c0b52049e4de,-53
4af6994df3a900b9,-43
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-58
b4c8c0b52049e4de,-47
4af6994df3a900b9,-42
9a97a9cd9ac398de,-47
b4c8c0b52049e4de,-50
4af6994df3a900b9,-42
9a97a9cd9ac398de,-43
58a45c9d5037a520,-74
4af6994df3a900b9,-43
b4c8c0b52049e4de,-52
4af6994df3a900b9,-42
9a97a9cd9ac398de,-46
b4c8c0b52049e4de,-76
4af6994df3a900b9,-59
b4c8c0b52049e4de,-63
4af6994df3a900b9,-61
9a97a9cd9ac398de,-65
58a45c9d5037a520,-86
b4c8c0b52049e4de,-80
4af6994df3a900b9,-60
9a97a9cd9ac398de,-44
b4c8c0b52049e4de,-47
4af6994df3a900b9,-43
b4c8c0b52049e4de,-60
4af6994df3a900b9,-43
9a97a9cd9ac398de,-43
58a45c9d5037a520,-73
b4c8c0b52049e4de,-52
b4c8c0b52049e4de,-47
4af6994df3a900b9,-43
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-59
4af6994df3a900b9,-43
9a97a9cd9ac398de,-48
b4c8c0b52049e4de,-52
4af6994df3a900b9,-43
9a97a9cd9ac398de,-44
b4c8c0b52049e4de,-60
4af6994df3a900b9,-43
9a97a9cd9ac398de,-44
b4c8c0b52049e4de,-47
9a97a9cd9ac398de,-46
58a45c9d5037a520,-75
b4c8c0b52049e4de,-62
9a97a9cd9ac398de,-44
b4c8c0b52049e4de,-60
9a97a9cd9ac398de,-44
b4c8c0b52049e4de,-47
4af6994df3a900b9,-43
58a45c9d5037a520,-73
b4c8c0b52049e4de,-51
