idEstimote,Timestamp,Battery,Rssi,Temperature,zone
9a97a9cd9ac398de,-61
b4c8c0b52049e4de,-73
4af6994df3a900b9,-61
9a97a9cd9ac398de,-65
b4c8c0b52049e4de,-65
4af6994df3a900b9,-65
9a97a9cd9ac398de,-69
b4c8c0b52049e4de,-66
4af6994df3a900b9,-54
9a97a9cd9ac398de,-61
4af6994df3a900b9,-66
b4c8c0b52049e4de,-66
4af6994df3a900b9,-39
9a97a9cd9ac398de,-44
4af6994df3a900b9,-48
b4c8c0b52049e4de,-50
4af6994df3a900b9,-39
9a97a9cd9ac398de,-51
b4c8c0b52049e4de,-52
4af6994df3a900b9,-48
9a97a9cd9ac398de,-44
b4c8c0b52049e4de,-50
4af6994df3a900b9,-47
9a97a9cd9ac398de,-47
b4c8c0b52049e4de,-51
4af6994df3a900b9,-48
9a97a9cd9ac398de,-50
b4c8c0b52049e4de,-49
4af6994df3a900b9,-49
9a97a9cd9ac398de,-51
58a45c9d5037a520,-74
4af6994df3a900b9,-48
9a97a9cd9ac398de,-46
b4c8c0b52049e4de,-49
9a97a9cd9ac398de,-44
4af6994df3a900b9,-47
9a97a9cd9ac398de,-51
b4c8c0b52049e4de,-51
4af6994df3a900b9,-49
9a97a9cd9ac398de,-49
b4c8c0b52049e4de,-49
4af6994df3a900b9,-39
9a97a9cd9ac398de,-44
4af6994df3a900b9,-49
9a97a9cd9ac398de,-46
b4c8c0b52049e4de,-49
4af6994df3a900b9,-39
9a97a9cd9ac398de,-47
b4c8c0b52049e4de,-45
4af6994df3a900b9,-40
b4c8c0b52049e4de,-51
4af6994df3a900b9,-40
9a97a9cd9ac398de,-46
b4c8c0b52049e4de,-46
4af6994df3a900b9,-52
